is_day,cloud_cover,precipitation,mood
1,5.940917674,0.04332244,Energetic
0,9.880451134,0.085611891,Energetic
0,23.23739819,0.041079811,Energetic
0,14.4488817,0.109513489,Energetic
1,15.04348632,0.135558392,Energetic
0,11.86153641,0.088716697,Energetic
0,7.163857541,0.135631752,Energetic
0,4.54181764,0.010744812,Energetic
0,4.222671894,0.081274573,Energetic
1,19.66187971,0.018204288,Energetic
0,19.9079383,0.064950599,Energetic
1,16.13604224,0.013602216,Energetic
0,17.04328146,0.113341848,Energetic
1,8.899444708,0.070669243,Energetic
1,2.718788109,0.065504717,Energetic
1,1.011315791,0.071238555,Energetic
0,13.12144427,0.039798903,Energetic
0,14.49665476,0.036521457,Energetic
1,11.56726374,0.043347501,Energetic
0,20.59438235,0.020540656,Energetic
0,4.079554593,0.059038733,Energetic
1,22.85627478,0.128946038,Energetic
1,9.453951287,0.048520971,Energetic
1,6.114363384,0.00373176,Energetic
1,17.68835801,0.038319033,Energetic
1,8.992369719,0.130659026,Energetic
1,11.1258025,0.090130507,Energetic
1,21.50880261,0.058385035,Energetic
0,1.427356397,0.042266481,Energetic
1,18.30481032,0.092964309,Energetic
1,10.7128626,0.130432148,Energetic
0,1.841600356,0.099275456,Energetic
0,13.57116821,0.002605645,Energetic
0,15.95947756,0.114994026,Energetic
0,12.44224008,0.10570155,Energetic
0,17.16391238,0.057565049,Energetic
1,12.57273526,0.049545284,Energetic
0,8.931388889,0.081532231,Energetic
0,1.027342481,0.057638952,Energetic
0,7.791358112,0.093397099,Energetic
0,18.36832627,0.096524165,Energetic
0,17.34543407,0.071646631,Energetic
0,23.49489489,0.071388043,Energetic
1,4.331315576,0.113946414,Energetic
1,12.82873235,0.079387506,Energetic
1,16.49633661,0.125133533,Energetic
0,2.207689042,0.021451032,Energetic
1,10.83003975,0.009770134,Energetic
1,22.72739697,0.141471204,Energetic
1,10.23594059,0.033054726,Energetic
0,8.206193522,0.136930253,Energetic
1,21.86281948,0.043939425,Energetic
0,4.273678958,0.065831574,Energetic
1,3.171403582,0.140296423,Energetic
1,21.39861783,0.004451847,Energetic
0,9.57098609,0.077216412,Energetic
1,8.952378078,0.01688728,Energetic
1,13.5227162,0.019584457,Energetic
1,24.22781523,0.131782183,Energetic
1,11.92387406,0.000541065,Energetic
1,1.452288052,0.03115251,Energetic
1,19.94106891,0.025862703,Energetic
1,6.994530473,0.091889295,Energetic
0,13.38686102,0.059346777,Energetic
0,8.897052164,0.137321037,Energetic
0,18.87801714,0.023082958,Energetic
1,13.11411189,0.03235739,Energetic
0,21.34256296,0.021760634,Energetic
1,13.45758179,0.048628536,Energetic
0,10.22194442,0.005687172,Energetic
1,3.426437857,0.032807221,Energetic
1,4.674106256,0.049089104,Energetic
1,17.44585169,0.094084488,Energetic
1,24.0358415,0.093535057,Energetic
0,12.54687355,0.147327764,Energetic
0,15.58217366,0.088770949,Energetic
1,10.06659389,0.135567134,Energetic
0,6.890812713,0.032772342,Energetic
0,13.38286542,0.090168622,Energetic
1,1.707607949,0.094788161,Energetic
0,7.995077113,0.056698778,Energetic
0,21.16413617,0.079507724,Energetic
1,10.87457272,0.079985892,Energetic
0,22.97001652,0.075943124,Energetic
0,9.903970531,0.132176404,Energetic
0,9.886784443,0.004880795,Energetic
1,14.93156472,0.001843373,Energetic
0,15.23540066,0.136894775,Energetic
0,20.30466978,0.064071828,Energetic
1,16.98337415,0.124524656,Energetic
0,8.638648736,0.028312688,Energetic
0,23.63915878,0.037490331,Energetic
0,20.95307023,0.086752954,Energetic
1,24.78869384,0.089992282,Energetic
1,23.89422639,0.010983954,Energetic
1,0.084066636,0.014963662,Energetic
0,16.29728069,0.12953176,Energetic
1,7.297181872,0.045830225,Energetic
1,10.45721495,0.030947028,Energetic
0,6.431748465,0.090101522,Energetic
0,17.89883881,0.103717421,Energetic
1,1.893111035,0.149545075,Energetic
0,8.477929726,0.042731645,Energetic
1,6.591406808,0.0065536,Energetic
1,2.762240731,0.092638122,Energetic
0,3.897923427,0.023831794,Energetic
0,12.5863954,0.04789772,Energetic
1,4.303078456,0.122370782,Energetic
1,0.864236996,0.0721122,Energetic
1,12.2140677,0.038701757,Energetic
0,2.428438905,0.091426432,Energetic
0,23.16130622,0.073121241,Energetic
1,22.58984608,0.129047822,Energetic
1,11.60250851,0.031977962,Energetic
1,20.04296292,0.05320414,Energetic
1,4.079235811,0.088664999,Energetic
1,7.178383512,0.007108071,Energetic
1,8.836134608,0.14657286,Energetic
1,13.96178281,0.078074195,Energetic
1,23.10028085,0.058984543,Energetic
0,18.30427571,0.115492968,Energetic
0,11.21888803,0.076131181,Energetic
0,24.96540772,0.118558102,Energetic
0,0.758223858,0.09526397,Energetic
1,1.746352075,0.01227091,Energetic
0,16.65657313,0.075540837,Energetic
1,10.44621133,0.111299171,Energetic
0,5.154757505,0.077717135,Energetic
0,15.08737036,0.12264208,Energetic
0,1.777827194,0.025820486,Energetic
1,18.73977386,0.113811804,Energetic
1,4.916056936,0.003636171,Energetic
0,23.57083585,0.114320515,Energetic
1,4.95899316,0.10909249,Energetic
0,13.69923501,0.121772159,Energetic
0,0.723836804,0.078451832,Energetic
0,11.97107652,0.059978252,Energetic
1,24.28834106,0.053896124,Energetic
0,11.43071918,0.101914208,Energetic
0,3.474436108,0.035669559,Energetic
1,13.87368923,0.138695379,Energetic
1,20.43814787,0.074325247,Energetic
1,7.218705345,0.090573553,Energetic
1,20.28294449,0.018481219,Energetic
0,6.102919555,0.124556865,Energetic
1,21.44138795,0.102472983,Energetic
0,7.747691126,0.056036216,Energetic
0,3.091457526,0.075998239,Energetic
0,15.58325135,0.10221041,Energetic
1,24.54349722,0.063225287,Energetic
0,8.154921283,0.141952183,Energetic
1,20.80597694,0.041947072,Energetic
1,16.32869566,0.097931164,Energetic
1,1.943587199,0.127703808,Energetic
0,22.97094264,0.025756569,Energetic
1,7.417136621,0.083119132,Energetic
0,8.71774229,0.139921556,Energetic
1,1.162327457,0.08139371,Energetic
1,19.82125199,0.070631405,Energetic
0,13.21869897,0.070090796,Energetic
0,22.93344206,0.013683816,Energetic
0,13.98507724,0.079107793,Energetic
0,3.397822756,0.003471274,Energetic
1,21.28984218,0.089382873,Energetic
0,0.138308347,0.002078899,Energetic
0,12.63525299,0.111972517,Energetic
0,15.61346458,0.12432207,Energetic
0,16.32497219,0.135429955,Energetic
0,0.093984858,0.090780204,Energetic
1,2.312010174,0.113668779,Energetic
0,21.33693029,0.04334685,Energetic
0,4.978287924,0.001564802,Energetic
1,23.81221877,0.043440601,Energetic
0,19.35968942,0.024615149,Energetic
0,18.22340527,0.088703088,Energetic
1,19.16419777,0.022657472,Energetic
0,12.74310021,0.099790356,Energetic
1,20.10043611,0.064570678,Energetic
1,22.5043705,0.005310818,Energetic
1,22.69747668,0.088238061,Energetic
1,22.49119721,0.070199959,Energetic
1,20.44040837,0.066159781,Energetic
1,20.26939195,0.137771448,Energetic
1,23.85427041,0.118269649,Energetic
0,7.261111062,0.127094406,Energetic
1,12.31352647,0.011225636,Energetic
0,5.081733001,0.087088349,Energetic
0,6.533475356,0.064329328,Energetic
0,17.39294447,0.086965264,Energetic
1,9.46785384,0.015942895,Energetic
0,24.32556907,0.010840285,Energetic
1,17.16488628,0.104062814,Energetic
1,20.04040795,0.040726787,Energetic
0,10.81871741,0.13871708,Energetic
1,17.89360003,0.005081687,Energetic
0,24.55581249,0.023159858,Energetic
1,18.84152128,0.020108495,Energetic
0,14.57881186,0.108339648,Energetic
0,7.871331162,0.144727276,Energetic
0,6.060589861,0.017470504,Energetic
1,3.992708583,0.012882895,Energetic
0,13.87296526,0.048831379,Energetic
1,15.34853673,0.120402796,Energetic
1,23.80617089,0.069477684,Energetic
0,22.65452641,0.058707468,Energetic
1,12.17121199,0.028095511,Energetic
1,4.601742125,0.011341866,Energetic
0,21.89891273,0.146913752,Energetic
1,21.78059542,0.128413113,Energetic
1,8.927587353,0.058469503,Energetic
1,2.880053284,0.113858966,Energetic
1,20.51835743,0.028649445,Energetic
0,6.314314001,0.147228034,Energetic
0,22.05016424,0.013052923,Energetic
1,23.99751398,0.062333185,Energetic
1,19.2517605,0.120859136,Energetic
0,15.92295756,0.142944385,Energetic
1,11.80707656,0.044403286,Energetic
0,3.469355204,0.000165273,Energetic
0,9.933322933,0.030855591,Energetic
0,9.732687141,0.047972691,Energetic
0,15.8211093,0.013928027,Energetic
0,4.960752934,0.007553027,Energetic
1,3.290612311,0.088695294,Energetic
1,6.052850101,0.080010286,Energetic
1,23.0175631,0.063487426,Energetic
0,4.922722023,0.11282704,Energetic
0,18.4332669,0.140384888,Energetic
1,0.559113305,0.009442265,Energetic
0,2.302454939,0.024298059,Energetic
1,11.53098783,0.139228738,Energetic
0,13.13116376,0.138975066,Energetic
1,22.96537828,0.015124014,Energetic
0,4.783815188,0.021233444,Energetic
0,0.953603359,0.049407218,Energetic
0,12.76769737,0.015076843,Energetic
1,5.947426782,0.089802571,Energetic
0,21.31284436,0.057431809,Energetic
1,24.76004511,0.063205494,Energetic
1,16.31559526,0.101516802,Energetic
0,16.93664972,0.111843423,Energetic
0,14.56425407,0.017595479,Energetic
0,24.70904131,0.096506019,Energetic
1,13.47279743,0.050678282,Energetic
1,21.90756013,0.055580245,Energetic
0,17.78762304,0.006148861,Energetic
0,8.551076368,0.100483283,Energetic
1,18.51967257,0.117241791,Energetic
0,11.88391889,0.045624721,Energetic
1,22.10981812,0.004177566,Energetic
0,20.01971765,0.080315523,Energetic
0,17.3016613,0.073814489,Energetic
0,22.46810719,0.100704842,Energetic
1,0.014815901,0.120818584,Energetic
1,17.95989244,0.091839616,Energetic
1,15.78334087,0.08799017,Energetic
0,0.410277787,0.03575593,Energetic
0,22.3807632,0.038593794,Energetic
1,5.400794617,0.131888879,Energetic
1,24.00894771,0.109403327,Energetic
0,22.87207903,0.1058568,Energetic
1,17.67465898,0.006996306,Energetic
1,15.79701963,0.123536742,Energetic
1,24.36006294,0.131465324,Energetic
1,19.90459106,0.030046624,Energetic
1,20.0656618,0.129229878,Energetic
0,4.355137886,0.105832655,Energetic
1,4.848406958,0.098464862,Energetic
1,3.137121535,0.119755224,Energetic
0,4.056312463,0.086217087,Energetic
0,22.50902421,0.105608996,Energetic
1,19.69706731,0.12256061,Energetic
1,3.659062457,0.022685711,Energetic
0,22.77153902,0.006754515,Energetic
0,10.70736038,0.096793557,Energetic
1,17.53879786,0.147154281,Energetic
1,16.67147272,0.143517334,Energetic
1,7.636938734,0.086159542,Energetic
1,18.57171036,0.142813237,Energetic
0,8.043197077,0.033651872,Energetic
1,12.05096096,0.037026641,Energetic
1,11.42804338,0.135665965,Energetic
0,16.51451706,0.089339202,Energetic
1,9.034651563,0.065884951,Energetic
1,5.982490537,0.069763369,Energetic
0,10.3477564,0.037037044,Energetic
1,15.25946111,0.085653473,Energetic
1,7.991301367,0.007854567,Energetic
0,13.02380537,0.107439737,Energetic
1,6.220056312,0.006240548,Energetic
0,6.009329015,0.129357704,Energetic
1,8.359343786,0.133733865,Energetic
0,8.371837668,0.0112918,Energetic
0,14.47429311,0.01073226,Energetic
0,13.15181825,0.004073358,Energetic
0,12.27063514,0.028837005,Energetic
0,13.16715143,0.078729081,Energetic
1,3.611265593,0.050127558,Energetic
0,14.47554095,0.082423456,Energetic
0,5.851090416,0.122442326,Energetic
0,14.20236284,0.044535251,Energetic
0,6.563224372,0.142196925,Energetic
1,5.086932037,0.048435723,Energetic
1,0.796745665,0.062115374,Energetic
0,4.907600152,0.028291415,Energetic
1,21.05709514,0.132420262,Energetic
1,0.047029989,0.121668141,Energetic
1,18.2814614,0.07957466,Energetic
1,5.042100303,0.056350536,Energetic
0,1.668611343,0.02342457,Energetic
0,21.61750015,0.097381756,Energetic
1,22.22797598,0.074529531,Energetic
1,21.50152352,0.064535952,Energetic
0,9.784874783,0.124541973,Energetic
1,23.31455134,0.017834576,Energetic
1,13.09773916,0.089616686,Energetic
1,14.71879984,0.067914527,Energetic
1,21.12909975,0.124118325,Energetic
1,19.82985694,0.010299145,Energetic
0,21.55366571,0.038563532,Energetic
1,1.428497425,0.138804171,Energetic
1,21.37527849,0.097864409,Energetic
1,14.23380849,0.097714284,Energetic
1,7.441061005,0.010990329,Energetic
0,21.26014203,0.097002219,Energetic
1,10.66236796,0.087804654,Energetic
0,12.32735703,0.127631908,Energetic
0,15.2913083,0.035444537,Energetic
0,19.12230348,0.119161092,Energetic
0,3.991850789,0.090395848,Energetic
0,2.799464488,0.112209879,Energetic
0,7.965779097,0.053652038,Energetic
0,10.85350244,0.054490535,Energetic
0,23.61277861,0.083395753,Energetic
1,9.051471992,0.109496582,Energetic
1,23.99572023,0.028830587,Energetic
0,14.41179636,0.050995665,Energetic
1,23.26915525,0.044744965,Energetic
1,8.011099701,0.044882954,Energetic
0,16.92232323,0.141749315,Energetic
0,16.72657167,0.086123399,Energetic
0,19.16476536,0.088618475,Energetic
1,14.30063874,0.029177676,Energetic
1,5.353204796,0.063323885,Energetic
0,24.07205648,0.053805396,Energetic
0,7.744372047,0.105188467,Energetic
1,12.31704111,0.137197805,Energetic
1,9.828439833,0.048743873,Energetic
1,23.05206448,0.139980398,Energetic
0,15.99259489,0.138841294,Energetic
0,13.4783001,0.080296945,Energetic
1,4.457491037,0.013388641,Energetic
1,19.34224233,0.025089899,Energetic
1,0.318528072,0.114916306,Energetic
1,13.08656475,0.042213577,Energetic
1,6.213275627,0.046375654,Energetic
0,6.235569736,0.01031901,Energetic
0,20.06299398,0.125865427,Energetic
1,8.208774595,0.123871005,Energetic
0,13.31600786,0.072497478,Energetic
1,24.08182043,0.03141367,Energetic
1,23.53063797,0.05779157,Energetic
0,11.40614683,0.078817974,Energetic
0,24.84373981,0.027505111,Energetic
0,5.513742164,0.138282678,Energetic
0,4.175490245,0.069262155,Energetic
1,13.17089827,0.09409028,Energetic
0,6.165243176,0.046888182,Energetic
1,23.45399288,0.134950022,Energetic
0,22.60842207,0.003470872,Energetic
0,18.68487609,0.031990773,Energetic
0,8.315984507,0.043620556,Energetic
1,7.712232922,0.065477686,Energetic
1,16.26009889,0.107979432,Energetic
0,19.33141141,0.001638277,Energetic
0,21.79019567,0.017306135,Energetic
1,1.766005589,0.056985689,Energetic
0,0.933972589,0.061464259,Energetic
0,7.80896464,0.089153034,Energetic
1,17.70455841,0.043027062,Energetic
1,17.00060025,0.033302315,Energetic
0,18.31274476,0.087370749,Energetic
0,1.623512302,0.055574633,Energetic
1,14.30918772,0.075904311,Energetic
1,20.57437659,0.044678696,Energetic
0,15.3855312,0.062103563,Energetic
1,7.325008095,0.107230871,Energetic
0,2.88327264,0.106395349,Energetic
1,13.49620987,0.078468132,Energetic
1,24.02948999,0.101157828,Energetic
1,18.51371674,0.098384035,Energetic
0,11.60982116,0.018543501,Energetic
1,21.38709875,0.013111709,Energetic
0,12.31996452,0.047308029,Energetic
0,23.53332241,0.136288205,Energetic
1,4.213626867,0.13143465,Energetic
1,20.26543106,0.064679892,Energetic
0,9.554432636,0.008799385,Energetic
0,16.76679664,0.103927357,Energetic
0,6.644719313,0.054593444,Energetic
1,5.85314201,0.044531134,Energetic
1,21.18911814,0.123709993,Energetic
1,14.12412756,0.121654105,Energetic
0,7.692644973,0.024368037,Energetic
0,0.363448103,0.031464001,Energetic
0,10.83095931,0.091929132,Energetic
1,3.659845639,0.06910255,Energetic
1,14.96439094,0.146985503,Energetic
1,21.81739175,0.025251106,Energetic
1,0.29606345,0.033578888,Energetic
1,7.211241356,0.078794199,Energetic
0,22.26974458,0.064615123,Energetic
1,1.892730755,0.046685767,Energetic
0,2.10269444,0.004161843,Energetic
1,22.32544854,0.000429883,Energetic
0,20.25421018,0.148498286,Energetic
0,8.93650862,0.135533509,Energetic
0,20.76320597,0.022334587,Energetic
0,2.589467861,0.083189775,Energetic
1,7.234494706,0.078613668,Energetic
0,5.709739983,0.025152065,Energetic
0,16.43938963,0.118103547,Energetic
1,23.09903674,0.10778897,Energetic
1,24.56273017,0.091431267,Energetic
0,3.406459496,0.136089108,Energetic
0,1.162364488,0.025409941,Energetic
1,19.29185534,0.047726593,Energetic
0,8.375274986,0.07776087,Energetic
1,2.10907337,0.082145172,Energetic
0,23.73311844,0.077019284,Energetic
0,2.035305309,0.097950703,Energetic
0,9.505516529,0.130837115,Energetic
1,7.048002171,0.024812658,Energetic
1,1.928295457,0.111397625,Energetic
0,14.60012507,0.07868856,Energetic
0,21.50181601,0.105172613,Energetic
1,22.9951489,0.014494223,Energetic
1,24.08341989,0.146993892,Energetic
1,21.93966587,0.097573716,Energetic
1,16.0561867,0.095416231,Energetic
1,19.90884789,0.136908594,Energetic
1,11.58463154,0.095450541,Energetic
0,3.494455947,0.090386878,Energetic
1,8.747789094,0.027316943,Energetic
0,20.26350987,0.039890114,Energetic
1,10.0641341,0.021552807,Energetic
1,22.19245987,0.072811976,Energetic
0,22.67518271,0.119610377,Energetic
0,21.47395462,0.004020021,Energetic
1,22.5099625,0.144680743,Energetic
0,7.71912903,0.140744878,Energetic
1,8.858123162,0.038295516,Energetic
0,22.39473654,0.111102892,Energetic
1,23.81275342,0.128758775,Energetic
0,5.826862585,0.112004213,Energetic
0,22.40120027,0.065662388,Energetic
1,7.648731475,0.074689282,Energetic
0,5.357744671,0.059648725,Energetic
0,15.57340462,0.0884971,Energetic
1,6.635018518,0.072175474,Energetic
0,20.26763823,0.077727359,Energetic
0,5.775921684,0.015615323,Energetic
1,1.035579191,0.046234901,Energetic
0,21.5922723,0.06913644,Energetic
0,15.27082587,0.03471268,Energetic
1,3.453491664,0.080097519,Energetic
1,11.4417651,0.14506389,Energetic
1,2.739610553,0.006994041,Energetic
1,3.388393417,0.120541704,Energetic
1,18.30061938,0.105304769,Energetic
0,1.673274185,0.033255497,Energetic
0,5.206025804,0.014710308,Energetic
0,4.955969331,0.112618211,Energetic
0,23.02867606,0.083760379,Energetic
0,13.11312283,0.010438287,Energetic
0,14.63547711,0.122603178,Energetic
0,3.816817431,0.01051096,Energetic
1,3.554690355,0.133620803,Energetic
1,8.428205191,0.071035632,Energetic
1,14.05971913,0.037592101,Energetic
1,22.17996063,0.043545839,Energetic
0,16.60793507,0.021567776,Energetic
1,4.566801094,0.029099841,Energetic
0,0.478634672,0.137474017,Energetic
1,8.829917881,0.055207767,Energetic
0,0.389776354,0.134346508,Energetic
1,16.07329088,0.039859796,Energetic
1,8.206217891,0.046828529,Energetic
0,2.300375703,0.072704478,Energetic
1,24.50691576,0.027756437,Energetic
0,15.12492528,0.009611537,Energetic
1,10.39079909,0.148101547,Energetic
1,15.46202972,0.091400613,Energetic
0,12.01683166,0.100058667,Energetic
1,21.47280765,0.037133014,Energetic
1,22.20484058,0.008908922,Energetic
1,4.467477343,0.122900068,Energetic
0,2.634577146,0.064034945,Energetic
0,0.317476363,0.057591838,Energetic
0,19.84071166,0.143989983,Energetic
0,15.91839406,0.05751384,Energetic
1,18.40842561,0.057473715,Energetic
1,19.37548847,0.112826275,Energetic
1,22.37879185,0.094305745,Energetic
1,8.650804367,0.053924789,Energetic
0,3.375026492,0.085812217,Energetic
1,23.82964745,0.045038105,Energetic
0,15.09250017,0.144900036,Energetic
1,4.943054194,0.134041475,Energetic
1,20.8281442,0.026952434,Energetic
0,2.879565972,0.118530194,Energetic
1,6.606707991,0.134339889,Energetic
1,24.60063737,0.016885338,Energetic
0,6.156692905,0.135109069,Energetic
0,21.46167948,0.028058887,Energetic
1,20.63280524,0.091647577,Energetic
1,22.47102624,0.041607217,Energetic
0,24.22664792,0.113317153,Energetic
1,11.44321655,0.141554369,Energetic
0,7.521883961,0.060927978,Energetic
0,18.31250254,0.039832811,Energetic
0,18.87490915,0.043453509,Energetic
0,9.815015189,0.118181181,Energetic
0,10.50965031,0.107789436,Energetic
0,15.68375416,0.139279828,Energetic
1,15.82862774,0.093553722,Energetic
0,12.47547532,0.010819113,Energetic
1,10.54909988,0.016645079,Energetic
0,21.14464509,0.147255083,Energetic
1,0.3959436,0.068183816,Energetic
1,6.985514815,0.070980426,Energetic
1,9.941876042,0.102127308,Energetic
0,12.4841413,0.0391665,Energetic
0,8.826964602,0.011197464,Energetic
1,22.33777177,0.1386081,Energetic
1,20.4375875,0.018370238,Energetic
1,16.71231531,0.125057539,Energetic
0,15.60589992,0.07915793,Energetic
1,3.254530874,0.067863847,Energetic
1,15.41484532,0.026269817,Energetic
0,22.90967294,0.056518818,Energetic
1,2.759361902,0.108335756,Energetic
1,0.752205089,0.046277817,Energetic
1,5.202263142,0.038421306,Energetic
0,12.78200172,0.060287353,Energetic
0,24.30711504,0.064456132,Energetic
0,16.40006634,0.001228242,Energetic
1,15.65300314,0.008747355,Energetic
0,18.98025471,0.142935886,Energetic
1,17.29821392,0.097730341,Energetic
0,14.95127923,0.124982881,Energetic
0,8.005218689,0.026062943,Energetic
0,2.652089644,0.089028813,Energetic
0,17.18407691,0.021141871,Energetic
0,3.244845321,0.103595229,Energetic
1,9.515674278,0.120211331,Energetic
1,6.315233916,0.065607372,Energetic
0,15.85182582,0.099609197,Energetic
0,14.41594835,0.149160754,Energetic
0,2.145786842,0.05378747,Energetic
0,13.59895582,0.058075658,Energetic
0,11.16379768,0.094493397,Energetic
1,8.633782889,0.136684758,Energetic
1,10.83325638,0.012967594,Energetic
0,3.926175502,0.07630481,Energetic
0,9.792685033,0.076779615,Energetic
0,4.911093823,0.010605427,Energetic
1,8.414191927,0.118338325,Energetic
0,19.53948786,0.039265795,Energetic
0,0.804662462,0.013907908,Energetic
1,13.37837865,0.14219833,Energetic
1,23.59412857,0.037894889,Energetic
1,3.305140396,0.078803248,Energetic
0,20.88096773,0.128437382,Energetic
0,23.84589324,0.07218653,Energetic
1,6.19482251,0.023744889,Energetic
0,15.301734,0.086999308,Energetic
0,23.96959006,0.007451532,Energetic
1,22.61742443,0.133608155,Energetic
0,9.895076477,0.143587656,Energetic
0,3.850794276,0.081516367,Energetic
0,10.23050497,0.137159172,Energetic
1,3.277481255,0.136155521,Energetic
1,12.02174442,0.035832763,Energetic
0,21.17639198,0.03408948,Energetic
1,13.07383655,0.118552991,Energetic
1,13.30393429,0.066263851,Energetic
1,19.66512357,0.146293105,Energetic
1,21.50190339,0.081808387,Energetic
0,6.501785622,0.06298807,Energetic
0,7.413672936,0.082079587,Energetic
1,7.429152745,0.117629741,Energetic
1,15.16266445,0.079714956,Energetic
1,7.780075159,0.12202622,Energetic
1,0.126967362,0.082961793,Energetic
1,19.33428237,0.127474127,Energetic
1,6.854717963,0.14594978,Energetic
1,13.30544627,0.079750699,Energetic
0,4.444505253,0.123232328,Energetic
1,2.250329237,0.01704332,Energetic
0,17.35798042,0.147235752,Energetic
0,23.48369459,0.083617193,Energetic
0,3.049359954,0.104960181,Energetic
0,6.240204265,0.058229548,Energetic
1,13.24256202,0.067136112,Energetic
0,16.88938038,0.104020424,Energetic
0,23.13365173,0.116951764,Energetic
0,14.59136016,0.143219502,Energetic
1,23.34773237,0.089347568,Energetic
1,1.318472119,0.081361993,Energetic
0,6.361629013,0.117912755,Energetic
1,24.90758061,0.027888365,Energetic
1,4.548626678,0.090893822,Energetic
1,16.88512052,0.040199792,Energetic
1,0.977242791,0.13185124,Energetic
0,3.288302151,0.077308788,Energetic
0,9.739116123,0.138635759,Energetic
0,2.898069494,0.114325372,Energetic
1,1.368743161,0.023523724,Energetic
0,19.77481048,0.00723997,Energetic
0,14.858839,0.125594791,Energetic
0,22.25552322,0.088431036,Energetic
1,2.092712667,0.050307432,Energetic
0,7.942552873,0.102994047,Energetic
1,1.805714202,0.059483853,Energetic
1,2.597243404,0.04433347,Energetic
0,22.93771836,0.054696067,Energetic
1,20.08631192,0.083513734,Energetic
1,21.35797816,0.093617093,Energetic
0,13.34107868,0.072209661,Energetic
0,21.85798346,0.073564815,Energetic
1,6.083568228,0.069657956,Energetic
0,2.619289983,0.084837908,Energetic
0,6.073415766,0.045172129,Energetic
0,5.758204992,0.065370119,Energetic
1,0.765873111,0.005901757,Energetic
0,17.34039622,0.057207621,Energetic
1,15.73883428,0.08613445,Energetic
1,17.96928988,0.01781233,Energetic
1,22.34444001,0.051461253,Energetic
0,6.812995988,0.108399249,Energetic
0,18.25180678,0.020116224,Energetic
0,3.402864046,0.032042109,Energetic
0,16.9551208,0.006366276,Energetic
1,17.7251668,0.045871293,Energetic
0,10.39717935,0.112078292,Energetic
1,23.21609296,0.041614412,Energetic
1,21.72379756,0.070600767,Energetic
0,12.10537628,0.056946326,Energetic
1,4.331715937,0.121077047,Energetic
1,10.90577277,0.0725821,Energetic
1,11.71059092,0.035919433,Energetic
1,6.635052068,0.09011557,Energetic
0,7.265300854,0.032125858,Energetic
0,9.209883313,0.1471148,Energetic
1,6.223911424,0.129088033,Energetic
0,0.083991239,0.04772517,Energetic
0,20.40224138,0.030743386,Energetic
1,2.308429993,0.083368917,Energetic
0,0.169123674,0.145221526,Energetic
0,2.712982991,0.129487751,Energetic
1,7.910339777,0.092474234,Energetic
0,6.625033787,0.036489467,Energetic
1,9.911654848,0.016691629,Energetic
1,11.99318137,0.072899164,Energetic
1,13.98334063,0.017175682,Energetic
1,10.2118991,0.128314544,Energetic
1,0.025435924,0.123625882,Energetic
1,11.08167606,0.11266023,Energetic
1,21.99599847,0.050857898,Energetic
0,0.416995274,0.002465666,Energetic
0,14.20353926,0.148268479,Energetic
0,9.276419471,0.107684784,Energetic
1,10.34579621,0.043578656,Energetic
0,3.532780365,0.017406579,Energetic
0,6.0894855,0.117982713,Energetic
0,14.12011665,0.148759955,Energetic
0,19.85752906,0.127319323,Energetic
